primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
The Departed,The Departed,0,2006,\N,151,Crime Drama Thriller
Everything About Mustafa,Mustafa Hakkinda Hersey,0,2004,\N,119,Drama Thriller
Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,\N,116,Drama Horror Musical
Munich,Munich,0,2005,\N,164,Drama History Thriller
Nobody Knows,Dare mo shiranai,0,2004,\N,141,Drama
The Edukators,Die fetten Jahre sind vorbei,0,2004,\N,127,Drama Romance
Windstruck,Nae yeojachingureul sogae habnida,0,2004,\N,123,Comedy Crime Drama
Watchmen,Watchmen,0,2009,\N,162,Action Drama Mystery
Hustle & Flow,Hustle & Flow,0,2005,\N,116,Crime Drama Music
Where's Firuze?,Neredesin Firuze,0,2004,\N,128,Comedy Music
Breakfast on Pluto,Breakfast on Pluto,0,2005,\N,128,Comedy Drama
The Beat That My Heart Skipped,De battre mon coeur s'est arrêté,0,2005,\N,108,Crime Drama Music
Mesrine: Public Enemy No. 1,L'ennemi public n°1,0,2008,\N,133,Action Biography Crime
Broken Flowers,Broken Flowers,0,2005,\N,106,Comedy Drama Mystery
The World's Fastest Indian,The World's Fastest Indian,0,2005,\N,127,Biography Drama Sport
Little Manhattan,Little Manhattan,0,2005,\N,90,Comedy Family Romance
Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,Drama Romance
District B13,Banlieue 13,0,2004,\N,84,Action Crime Sci-Fi
The Fountain,The Fountain,0,2006,\N,97,Drama Mystery Romance
Me and You and Everyone We Know,Me and You and Everyone We Know,0,2005,\N,85,Comedy Drama
Mongol: The Rise of Genghis Khan,Mongol,0,2007,\N,126,Action Biography Drama
The Secret Life of Bees,The Secret Life of Bees,0,2008,\N,114,Drama
Kamikaze Girls,Shimotsuma monogatari,0,2004,\N,102,Comedy
Match Point,Match Point,0,2005,\N,124,Drama Romance Thriller
300,300,0,2006,\N,117,Action Drama
The Lizard,Marmoulak,0,2004,\N,115,Comedy Drama
Time to Leave,Le temps qui reste,0,2005,\N,81,Drama
9th Company,9 rota,0,2005,\N,139,Action Drama History
Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009,\N,153,Action Adventure Family
Rory O'Shea Was Here,Inside I'm Dancing,0,2004,\N,104,Comedy Drama
Romanzo Criminale,Romanzo criminale,0,2005,\N,152,Crime Drama
Transformers,Transformers,0,2007,\N,144,Action Adventure Sci-Fi
Adam's Apples,Adams æbler,0,2005,\N,94,Comedy Crime Drama
Flags of Our Fathers,Flags of Our Fathers,0,2006,\N,135,Action Adventure Drama
Phir Hera Pheri,Phir Hera Pheri,0,2006,\N,153,Comedy Crime
The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,0,2005,\N,121,Adventure Crime Drama
Dead Man's Shoes,Dead Man's Shoes,0,2004,\N,90,Crime Drama Thriller
The Kite Runner,The Kite Runner,0,2007,\N,128,Drama
Summer Storm,Sommersturm,0,2004,\N,98,Comedy Drama Romance
Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,Comedy Drama Fantasy
Veer-Zaara,Veer-Zaara,0,2004,\N,192,Drama Family Musical
The Aura,El aura,0,2005,\N,134,Crime Drama Thriller
Shooting Dogs,Shooting Dogs,0,2005,\N,115,Drama History War
Blind Man's Bluff,Zhmurki,0,2005,\N,111,Comedy Crime Thriller
Control,Control,0,2007,\N,122,Biography Drama Music
Gridiron Gang,Gridiron Gang,0,2006,\N,125,Biography Crime Drama
The Proposition,The Proposition,0,2005,\N,104,Crime Drama Western
The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,Drama Fantasy Romance
The Ax,Le couperet,0,2005,\N,117,Comedy Crime Drama
Ghilli,Ghilli,0,2004,\N,160,Action Drama Romance
3-Iron,Binjip,0,2004,\N,88,Crime Drama Romance
Joyeux Noel,Joyeux Noël,0,2005,\N,116,Drama History Music
Turtles Can Fly,Lakposhtha parvaz mikonand,0,2004,\N,98,Drama War
Clerks II,Clerks II,0,2006,\N,97,Comedy
Candy,Candy,0,2006,\N,108,Drama Romance
Lovelorn,Gönül Yarasi,0,2005,\N,142,Drama
Hot Fuzz,Hot Fuzz,0,2007,\N,121,Action Comedy Mystery
Lucky Number Slevin,Lucky Number Slevin,0,2006,\N,110,Crime Drama Thriller
The Yacoubian Building,Omaret yakobean,0,2006,\N,165,Drama
Pardon,Pardon,0,2005,\N,99,Comedy Drama
Pusher III,Pusher III,0,2005,\N,108,Crime Drama Thriller
Dave Chappelle's Block Party,Dave Chappelle's Block Party,0,2005,\N,103,Comedy Documentary Music
Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,0,2006,\N,95,Comedy Crime
Red Cliff,Chi bi,0,2008,\N,148,Action Adventure Drama
Sophie Scholl: The Final Days,Sophie Scholl - Die letzten Tage,0,2005,\N,120,Biography Crime Drama
August Rush,August Rush,0,2007,\N,114,Drama Music
The Great Debaters,The Great Debaters,0,2007,\N,126,Biography Drama Romance
Grizzly Man,Grizzly Man,0,2005,\N,103,Biography Documentary
The Method,El método,0,2005,\N,115,Drama Thriller
Thank You for Smoking,Thank You for Smoking,0,2005,\N,92,Comedy Drama
March of the Penguins,La marche de l'empereur,0,2005,\N,80,Documentary Family
A Moment to Remember,Nae meorisokui jiwoogae,0,2004,\N,117,Drama Romance
The Secret Life of Words,The Secret Life of Words,0,2005,\N,115,Drama Romance
Survive Style 5+,Survive Style 5+,0,2004,\N,120,Comedy Fantasy Horror
Arya,Arya,0,2004,\N,151,Action Comedy Drama
Sarkar,Sarkar,0,2005,\N,124,Crime Drama
Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,Adventure Animation Comedy
Real Steel,Real Steel,0,2011,\N,127,Action Drama Sci-Fi
"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005,\N,93,Biography Drama History
The Namesake,The Namesake,0,2006,\N,122,Drama
Election,Hak se wooi,0,2005,\N,101,Crime Drama Thriller
Kinky Boots,Kinky Boots,0,2005,\N,107,Comedy Drama Music
V for Vendetta,V for Vendetta,0,2005,\N,132,Action Drama Sci-Fi
The Descent,The Descent,0,2005,\N,99,Adventure Horror Thriller
Keith,Keith,0,2008,\N,95,Drama Romance
Toy Story 3,Toy Story 3,0,2010,\N,103,Adventure Animation Comedy
The Devil and Daniel Johnston,The Devil and Daniel Johnston,0,2005,\N,110,Biography Documentary Music
Murderball,Murderball,0,2005,\N,88,Documentary Sport
The Queen,The Queen,0,2006,\N,103,Biography Drama
Why We Fight,Why We Fight,0,2005,\N,98,Documentary History War
Alita: Battle Angel,Alita: Battle Angel,0,2019,\N,122,Action Adventure Sci-Fi
Hulchul,Hulchul,0,2004,\N,149,Action Comedy Drama
Parineeta,Parineeta,0,2005,\N,130,Drama Musical Romance
Akeelah and the Bee,Akeelah and the Bee,0,2006,\N,112,Drama Family
Peaceful Warrior,Peaceful Warrior,0,2006,\N,120,Drama Romance Sport
Goodbye Bafana,Goodbye Bafana,0,2007,\N,118,Biography Drama History
Fanaa,Fanaa,0,2006,\N,168,Action Drama Romance
The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,Action Mystery Thriller
Kung Fu Panda,Kung Fu Panda,0,2008,\N,92,Action Adventure Animation
Volver,Volver,0,2006,\N,121,Comedy Drama
Lincoln,Lincoln,0,2012,\N,150,Biography Drama History
Borat,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,2006,\N,84,Comedy
The Illusionist,The Illusionist,0,2006,\N,110,Drama Fantasy Mystery
The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,0,2007,\N,160,Biography Crime Drama
Zodiac,Zodiac,0,2007,\N,157,Crime Drama Mystery
"You, the Living",Du levande,0,2007,\N,95,Comedy Drama Music
Paradise Now,Paradise Now,0,2005,\N,91,Crime Drama Thriller
Across the Universe,Across the Universe,0,2007,\N,133,Drama Fantasy History
Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,\N,112,Action Comedy Fantasy
Fearless,Huo Yuan Jia,0,2006,\N,104,Action Biography Drama
The Painted Veil,The Painted Veil,0,2006,\N,125,Drama Romance
Snow Cake,Snow Cake,0,2006,\N,112,Drama Romance
Sunshine,Sunshine,0,2007,\N,107,Sci-Fi Thriller
Little Miss Sunshine,Little Miss Sunshine,0,2006,\N,101,Comedy Drama
Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,\N,169,Action Adventure Fantasy
Babel,Babel,0,2006,\N,143,Drama
California Dreamin',California Dreamin' (Nesfarsit),0,2007,\N,155,Comedy Drama War
Chandramukhi,Chandramukhi,0,2005,\N,166,Action Comedy Drama
Ghajini,Ghajini,0,2005,\N,175,Action Drama Mystery
Jodhaa Akbar,Jodhaa Akbar,0,2008,\N,213,Action Drama History
La Vie En Rose,La Môme,0,2007,\N,140,Biography Drama Music
Blood Diamond,Blood Diamond,0,2006,\N,143,Adventure Drama Thriller
Lady Vengeance,Chinjeolhan geumjassi,0,2005,\N,115,Crime Drama Thriller
Wonder Woman,Wonder Woman,0,2017,\N,141,Action Adventure Fantasy
Socha Na Tha,Socha Na Tha,0,2005,\N,137,Comedy Drama Romance
Mind Game,Maindo gêmu,0,2004,\N,103,Adventure Animation Comedy
Gone Baby Gone,Gone Baby Gone,0,2007,\N,114,Crime Drama Mystery
The Time Traveler's Wife,The Time Traveler's Wife,0,2009,\N,107,Drama Fantasy Romance
Dark Blue Almost Black,Azuloscurocasinegro,0,2006,\N,105,Comedy Drama Romance
Sachien,Sachein,0,2005,\N,145,Comedy Drama Romance
Deja Vu,Deja Vu,0,2006,\N,126,Action Crime Sci-Fi
42,42,0,2013,\N,128,Biography Drama Sport
Iqbal,Iqbal,0,2005,\N,132,Drama Sport
Amazing Grace,Amazing Grace,0,2006,\N,118,Biography Drama History
Inside Man,Inside Man,0,2006,\N,129,Crime Drama Mystery
Life of Pi,Life of Pi,0,2012,\N,127,Adventure Drama Fantasy
The Pursuit of Happyness,The Pursuit of Happyness,0,2006,\N,117,Biography Drama
The Last King of Scotland,The Last King of Scotland,0,2006,\N,123,Biography Drama History
Vettaiyaadu Vilaiyaadu,Vettaiyaadu Vilaiyaadu,0,2006,\N,174,Action Crime Drama
The Equalizer,The Equalizer,0,2014,\N,132,Action Crime Thriller
Our Family,Bizim Aile,0,1975,\N,92,Comedy Drama
Lage Raho Munna Bhai,Lage Raho Munna Bhai,0,2006,\N,144,Comedy Drama Romance
The Death of Mr. Lazarescu,Moartea domnului Lazarescu,0,2005,\N,153,Comedy Drama
The Child,L'enfant,0,2005,\N,95,Crime Drama Romance
The Bow,Hwal,0,2005,\N,90,Drama Romance
A Bittersweet Life,Dalkomhan insaeng,0,2005,\N,119,Action Crime Drama
Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,Drama Fantasy War
After the Wedding,Efter brylluppet,0,2006,\N,120,Drama
Pudhu Pettai,Pudhu Pettai,0,2006,\N,168,Action Crime Drama
Cashback,Cashback,0,2006,\N,102,Comedy Drama Romance
The Fall,The Fall,0,2006,\N,117,Adventure Drama Fantasy
The Wind that Shakes the Barley,The Wind That Shakes the Barley,0,2006,\N,127,Drama War
Four Minutes,Vier Minuten,0,2006,\N,112,Drama Music
Enchanted,Enchanted,0,2007,\N,107,Adventure Animation Comedy
Don,Don,0,2006,\N,171,Action Crime Thriller
Grindhouse,Grindhouse,0,2007,\N,191,Horror Thriller
Rescue Dawn,Rescue Dawn,0,2006,\N,125,Adventure Biography War
The Simpsons Movie,The Simpsons Movie,0,2007,\N,87,Adventure Animation Comedy
On Probation,Tiempo de valientes,0,2005,\N,112,Action Comedy Crime
Freedom Writers,Freedom Writers,0,2007,\N,123,Biography Crime Drama
The Orphanage,El orfanato,0,2007,\N,105,Drama Horror Mystery
Michael Clayton,Michael Clayton,0,2007,\N,119,Crime Drama Mystery
Notes on a Scandal,Notes on a Scandal,0,2006,\N,92,Crime Drama Romance
Khosla Ka Ghosla!,Khosla Ka Ghosla!,0,2006,\N,135,Comedy Crime Drama
Juno,Juno,0,2007,\N,96,Comedy Drama
The Road to Guantanamo,The Road to Guantanamo,0,2006,\N,95,Drama War
Half Nelson,Half Nelson,0,2006,\N,106,Drama
The Host,Goemool,0,2006,\N,120,Drama Horror Sci-Fi
Tsotsi,Tsotsi,0,2005,\N,94,Crime Drama
The Dark Knight,The Dark Knight,0,2008,\N,152,Action Crime Drama
There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama
Things We Lost in the Fire,Things We Lost in the Fire,0,2007,\N,118,Drama
The Express,The Express,0,2008,\N,130,Biography Drama Sport
Ex Machina,Ex Machina,0,2014,\N,108,Drama Sci-Fi Thriller
Magic Carpet Ride,Organize Isler,0,2005,\N,106,Comedy Crime
Athadu,Athadu,0,2005,\N,172,Action Crime Drama
Apocalypto,Apocalypto,0,2006,\N,139,Action Adventure Drama
Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,0,2008,\N,155,Comedy Drama Romance
State of Play,State of Play,0,2009,\N,127,Crime Drama Mystery
13 Tzameti,13 Tzameti,0,2005,\N,93,Crime Drama Thriller
United 93,United 93,0,2006,\N,111,Action Drama History
Welcome to Dongmakgol,Welkkeom tu Dongmakgol,0,2005,\N,133,Comedy Drama War
My Father and My Son,Babam ve Oglum,0,2005,\N,112,Drama Family
Taxi No. 9 2 11: Nau Do Gyarah,Taxi No. 9 2 11: Nau Do Gyarah,0,2006,\N,116,Comedy Drama Thriller
Wristcutters: A Love Story,Wristcutters: A Love Story,0,2006,\N,88,Comedy Drama Fantasy
No Country for Old Men,No Country for Old Men,0,2007,\N,122,Crime Drama Thriller
In the Valley of Elah,In the Valley of Elah,0,2007,\N,121,Crime Drama Mystery
Metal: A Headbanger's Journey,Metal: A Headbanger's Journey,0,2005,\N,96,Documentary Music
The Trap,Klopka,0,2007,\N,106,Crime Drama Thriller
Ant-Man,Ant-Man,0,2015,\N,117,Action Comedy Sci-Fi
The Call of Cthulhu,The Call of Cthulhu,0,2005,\N,47,Horror Mystery
Rocky Balboa,Rocky Balboa,0,2006,\N,102,Drama Sport
Gonzo,Gonzo: The Life and Work of Dr. Hunter S. Thompson,0,2008,\N,120,Biography Documentary Music
Dasavatharam,Dasavatharam,0,2008,\N,188,Action Adventure Drama
Sivaji,Sivaji,0,2007,\N,188,Action Crime Drama
This Is England,This Is England,0,2006,\N,101,Crime Drama
I Am Legend,I Am Legend,0,2007,\N,101,Drama Horror Sci-Fi
Timecrimes,Los cronocrímenes,0,2007,\N,92,Horror Mystery Sci-Fi
The Croods,The Croods,0,2013,\N,98,Adventure Animation Comedy
Bella,Bella,0,2006,\N,91,Drama Romance
The Prestige,The Prestige,0,2006,\N,130,Drama Mystery Sci-Fi
The Ultimate Gift,The Ultimate Gift,0,2006,\N,114,Drama Family Romance
"Don't Worry, I'm Fine","Je vais bien, ne t'en fais pas",0,2006,\N,92,Drama
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,0,2005,\N,105,Action Adventure Animation
Killing the Shadows,Hacivat Karagöz Neden Öldürüldü?,0,2006,\N,135,Comedy History
The Secret of Kells,The Secret of Kells,0,2009,\N,75,Adventure Animation Family
Mr. Nobody,Mr. Nobody,0,2009,\N,141,Drama Fantasy Romance
Jesus Camp,Jesus Camp,0,2006,\N,87,Documentary
Stardust,Stardust,0,2007,\N,127,Adventure Fantasy Romance
The Secret of the Grain,La graine et le mulet,0,2007,\N,151,Drama
Fracture,Fracture,0,2007,\N,113,Crime Drama Thriller
Omkara,Omkara,0,2006,\N,155,Action Crime Drama
12,12,0,2007,\N,159,Crime Drama Thriller
Welcome,Welcome,0,2007,\N,150,Comedy Crime Drama
The Banishment,Izgnanie,0,2007,\N,157,Drama Romance
Who Killed the Electric Car?,Who Killed the Electric Car?,0,2006,\N,92,Documentary
Venus,Venus,0,2006,\N,95,Comedy Drama Romance
Reign Over Me,Reign Over Me,0,2007,\N,124,Drama
Silence,Silence,0,2016,\N,161,Drama History
Away from Her,Away from Her,0,2006,\N,110,Drama
This Film Is Not Yet Rated,This Film Is Not Yet Rated,0,2006,\N,98,Documentary
The Unknown Woman,La sconosciuta,0,2006,\N,118,Drama Mystery Thriller
Golmaal: Fun Unlimited,Golmaal: Fun Unlimited,0,2006,\N,150,Action Comedy Drama
An Inconvenient Truth,An Inconvenient Truth,0,2006,\N,96,Documentary
Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,\N,96,Comedy Drama Romance
Gunda,Gunda,0,1998,\N,129,Action Comedy Crime
Time,Shigan,0,2006,\N,97,Drama Mystery Romance
Climates,Iklimler,0,2006,\N,98,Drama
Letters from Iwo Jima,Letters from Iwo Jima,0,2006,\N,141,Action Adventure Drama
Takva: A Man's Fear of God,Takva,0,2006,\N,96,Drama
Guru,Guru,0,2007,\N,166,Drama
Offside,Afsaid,0,2006,\N,93,Comedy Drama Sport
Avatar,Avatar,0,2009,\N,162,Action Adventure Fantasy
The Man from Earth,The Man from Earth,0,2007,\N,87,Drama Fantasy Mystery
Death Note,Death Note: Desu nôto,0,2006,\N,126,Crime Drama Fantasy
Into the Wild,Into the Wild,0,2007,\N,148,Adventure Biography Drama
We Are Marshall,We Are Marshall,0,2006,\N,131,Drama Sport
Thirst,Bakjwi,0,2009,\N,134,Drama Fantasy Horror
Irina Palm,Irina Palm,0,2007,\N,103,Comedy Drama
Brothers,Brothers,0,2009,\N,105,Drama Thriller War
Oceans,Océans,0,2008,\N,84,Documentary
American Gangster,American Gangster,0,2007,\N,157,Biography Crime Drama
The Baader Meinhof Complex,Der Baader Meinhof Komplex,0,2008,\N,150,Action Biography Crime
Eastern Promises,Eastern Promises,0,2007,\N,100,Crime Drama Thriller
Happy Days,Neseli Günler,0,1978,\N,95,Comedy Drama
Memories of Matsuko,Kiraware Matsuko no isshô,0,2006,\N,130,Comedy Drama Musical
Samsara,Samsara,0,2011,\N,102,Documentary Music
Man of Steel,Man of Steel,0,2013,\N,143,Action Adventure Sci-Fi
The Illusionist,L'illusionniste,0,2010,\N,80,Animation Drama Fantasy
The Savages,The Savages,0,2007,\N,113,Comedy Drama
Drive,Drive,0,2011,\N,100,Action Drama
Everybody's Fine,Everybody's Fine,0,2009,\N,99,Adventure Drama
The Princess and the Frog,The Princess and the Frog,0,2009,\N,97,Adventure Animation Comedy
In Bruges,In Bruges,0,2008,\N,107,Comedy Crime Drama
Mr. Brooks,Mr. Brooks,0,2007,\N,120,Crime Drama Mystery
Atonement,Atonement,0,2007,\N,123,Drama Mystery Romance
Gangster's Paradise: Jerusalema,Jerusalema,0,2008,\N,119,Action Crime Drama
The Man Who Knew Infinity,The Man Who Knew Infinity,0,2015,\N,108,Biography Drama
Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,Biography Drama
The Messenger,The Messenger,0,2009,\N,113,Drama Romance War
Death at a Funeral,Death at a Funeral,0,2007,\N,90,Comedy
Namastey London,Namastey London,0,2007,\N,128,Comedy Drama Romance
Exiled,Fong juk,0,2006,\N,110,Action Crime Drama
Under the Same Moon,La misma luna,0,2007,\N,106,Adventure Drama
Star Trek,Star Trek,0,2009,\N,127,Action Adventure Sci-Fi
Talk to Me,Talk to Me,0,2007,\N,118,Biography Drama History
The Bridge,The Bridge,0,2006,\N,94,Documentary Drama
Forgetting Sarah Marshall,Forgetting Sarah Marshall,0,2008,\N,111,Comedy Drama Romance
Life in a Metro,Life in a Metro,0,2007,\N,132,Comedy Drama Musical
An American Crime,An American Crime,0,2007,\N,98,Biography Crime Drama
Red Dog,Red Dog,0,2011,\N,92,Biography Comedy Drama
It's Kind of a Funny Story,It's Kind of a Funny Story,0,2010,\N,101,Comedy Drama Romance
Lars and the Real Girl,Lars and the Real Girl,0,2007,\N,106,Comedy Drama Romance
The Bothersome Man,Den brysomme mannen,0,2006,\N,95,Comedy Drama Fantasy
"Lust, Caution","Se, jie",0,2007,\N,157,Drama History Romance
Persepolis,Persepolis,0,2007,\N,96,Animation Biography Drama
The Girl Who Leapt Through Time,Toki o kakeru shôjo,0,2006,\N,98,Adventure Animation Comedy
12:08 East of Bucharest,A fost sau n-a fost?,0,2006,\N,89,Comedy Drama
The Danish Girl,The Danish Girl,0,2015,\N,119,Biography Drama
Death Note: The Last Name,Death Note - Desu nôto: The Last Name,0,2006,\N,141,Adventure Crime Drama
Shootout at Lokhandwala,Shootout at Lokhandwala,0,2007,\N,122,Action Crime Drama
The Counterfeiters,Die Fälscher,0,2007,\N,99,Crime Drama History
Deliver Us from Evil,Deliver Us from Evil,0,2006,\N,101,Crime Documentary
Seven Pounds,Seven Pounds,0,2008,\N,123,Drama Mystery Thriller
Religulous,Religulous,0,2008,\N,101,Comedy Documentary War
Pokiri,Pokiri,0,2006,\N,164,Action Crime Thriller
The Book Thief,The Book Thief,0,2013,\N,131,Drama War
Interstellar,Interstellar,0,2014,\N,169,Adventure Drama Sci-Fi
Flipped,Flipped,0,2010,\N,90,Comedy Drama Romance
Secret Sunshine,Miryang,0,2007,\N,142,Drama
A Dirty Carnival,Biyeolhan geori,0,2006,\N,140,Action Crime Drama
Shooter,Shooter,0,2007,\N,124,Action Drama Thriller
Changeling,Changeling,0,2008,\N,141,Biography Crime Drama
The Bucket List,The Bucket List,0,2007,\N,97,Adventure Comedy Drama
Caramel,Sukkar banat,0,2007,\N,95,Comedy Drama Romance
The Magician,Hokkabaz,0,2006,\N,122,Comedy Drama
Reprise,Reprise,0,2006,\N,105,Drama
The Pervert's Guide to Cinema,The Pervert's Guide to Cinema,0,2006,\N,150,Documentary
Ten Inch Hero,Ten Inch Hero,0,2007,\N,102,Comedy Drama Romance
Superbad,Superbad,0,2007,\N,113,Comedy
Tekkonkinkreet,Tekkon kinkurîto,0,2006,\N,111,Action Adventure Animation
"Definitely, Maybe","Definitely, Maybe",0,2008,\N,112,Comedy Drama Romance
Summer Hours,L'heure d'été,0,2008,\N,103,Drama Family
The Darjeeling Limited,The Darjeeling Limited,0,2007,\N,91,Adventure Comedy Drama
Superman II: The Richard Donner Cut,Superman II: The Richard Donner Cut,0,2006,\N,115,Action Adventure Romance
Forever Strong,Forever Strong,0,2008,\N,112,Drama Sport
The Town,The Town,0,2010,\N,125,Crime Drama Thriller
Bommarillu,Bommarillu,0,2006,\N,170,Comedy Drama Romance
North Face,Nordwand,0,2008,\N,126,Adventure Biography Drama
Fireworks Wednesday,Chaharshanbe-soori,0,2006,\N,102,Drama Mystery Romance
Dhamaal,Dhamaal,0,2007,\N,136,Action Adventure Comedy
Helvetica,Helvetica,0,2007,\N,80,Documentary
Cargo 200,Gruz 200,0,2007,\N,89,Crime Drama Thriller
The Avengers,The Avengers,0,2012,\N,143,Action Sci-Fi
The Island,Ostrov,0,2006,\N,112,Comedy Drama
Paprika,Paprika,0,2006,\N,90,Animation Drama Fantasy
Taxi to the Dark Side,Taxi to the Dark Side,0,2007,\N,106,Crime Documentary History
The Visitor,The Visitor,0,2007,\N,104,Drama
