tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes
tt0209933,Beau Travail,Beau travail,0,1999,92
tt0210299,Songcatcher,Songcatcher,0,2000,109
tt0210727,Himalaya,Himalaya - l'enfance d'un chef,0,1999,108
tt0210843,"The Same Love, the Same Rain","El mismo amor, la misma lluvia",0,1999,113
tt0210916,Postmen in the Mountains,Na shan na ren na gou,0,1999,93
tt0210945,Remember the Titans,Remember the Titans,0,2000,113
tt0211126,Zakhm,Zakhm,0,1998,125
tt0211653,The Mystery of the Third Planet,Tayna tretey planety,0,1981,48
tt0211718,Vengo,Vengo,0,2000,90
tt0211915,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,122
tt0211946,Berlin Calling,Berlin Calling,0,2008,109
tt0212132,The Tracker,The Tracker,0,2002,90
tt0212408,The Bus,Otobüs,0,1975,87
tt0212604,Tully,Tully,0,2000,102
tt0212712,2046,2046,0,2004,129
tt0212720,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001,146
tt0212815,Big Eden,Big Eden,0,2000,118
tt0213314,Fly Me to Polaris,Xing yuan,0,1999,96
tt0213322,Tomorrow I'll Wake Up and Scald Myself with Tea,Zítra vstanu a oparím se cajem,0,1977,93
tt0213847,Malena,Malèna,0,2000,108
tt0213969,Padaiyappa,Padayappa,0,1999,181
tt0214585,Chithram,Chithram,0,1988,159
tt0214730,Grass,Grass,0,1999,80
tt0214841,Karz,Karz,0,1980,159
tt0214915,Manichithrathazhu,Manichitrathazhu,0,1993,169
tt0215031,Pappayude Swantham Appoos,Pappayude Swantham Appoos,0,1992,146
tt0215369,Shower,Xi zao,0,1999,92
tt0215517,Angoor,Angoor,0,1982,131
tt0215750,Enemy at the Gates,Enemy at the Gates,0,2001,131
tt0215911,Koshish,Koshish,0,1972,125
tt0216067,Parichay,Parichay,0,1972,145
tt0216165,Running Out of Time,Am zin,0,1999,93
tt0216625,Code Unknown,Code inconnu: Récit incomplet de divers voyages,0,2000,118
tt0216651,Vampire Hunter D: Bloodlust,Vampire Hunter D: Bloodlust,0,2000,103
tt0216787,The Taste of Others,Le goût des autres,0,2000,112
tt0216800,With a Friend Like Harry...,"Harry, un ami qui vous veut du bien",0,2000,117
tt0216986,Propaganda,Propaganda,0,1999,120
tt0217505,Gangs of New York,Gangs of New York,0,2002,167
tt0217590,The Adventures of Mowgli,Maugli,0,1973,90
tt0217869,Unbreakable,Unbreakable,0,2000,106
tt0218043,Beyond the Mat,Beyond the Mat,0,1999,102
tt0218798,The Twelve Months,Dvenadtsat mesyatsev,0,1956,55
tt0218839,Best in Show,Best in Show,0,2000,90
tt0219288,Loners,Samotári,0,2000,103
tt0220363,The Red Ribbon,Rooban-e ghermez,0,1999,110
tt0220644,The Mission,Cheung foh,0,1999,84
tt0220656,Mudhalvan,Mudhalvan,0,1999,169
tt0220726,Human Resources,Ressources humaines,0,1999,100
tt0220757,Shool,Shool,0,1999,138
tt0220832,Vaastav: The Reality,Vaastav: The Reality,0,1999,145
tt0221023,Black Tar Heroin: The Dark End of the Street,Black Tar Heroin: The Dark End of the Street,0,2000,75
tt0221027,Blow,Blow,0,2001,124
tt0221073,Chopper,Chopper,0,2000,94
tt0221344,Herod's Law,La ley de Herodes,0,1999,123
tt0222012,Hey Ram,Hey Ram,0,2000,186
tt0222150,The Waiting List,Lista de espera,0,2000,105
tt0222718,André Hazes: Zij Gelooft in Mij,André Hazes: Zij Gelooft in Mij,0,1999,86
tt0222851,Brother,Brother,0,2000,114
tt0223897,Pay It Forward,Pay It Forward,0,2000,123
tt0224578,The Vertical Ray of the Sun,Mùa hè chieu thang dung,0,2000,112
tt0225535,The Debt,Dlug,0,1999,106
tt0226018,Final Episode,Jingi naki tatakai: Kanketsu-hen,0,1974,100
tt0226872,Female Prisoner #701: Scorpion,Joshû 701-gô: Sasori,0,1972,87
tt0226874,Female Prisoner Scorpion: Jailhouse 41,Joshû sasori: Dai-41 zakkyo-bô,0,1972,90
tt0227034,Marsal,Marsal,0,1999,97
tt0228687,Little Otik,Otesánek,0,2000,132
tt0228853,"Throw Away Your Books, Rally in the Streets",Sho o suteyo machi e deyô,0,1971,137
tt0229340,Dinner Rush,Dinner Rush,0,2000,99
tt0229371,An Evening of Edgar Allan Poe,An Evening of Edgar Allan Poe,0,1970,53
tt0229664,Princes and Princesses,Princes et princesses,0,2000,70
tt0230334,Instrument,Instrument,0,1999,115
tt0230591,One Day in September,One Day in September,0,1999,94
tt0230597,A Northern Story of Valor,Oru Vadakkan Veeragatha,0,1989,168
tt0230600,The Others,The Others,0,2001,104
tt0231477,The Nightingale's Prayer,Doa al karawan,0,1959,109
tt0232152,Nagara Haavu,Nagara Haavu,0,1972,184
tt0232960,Woh Kaun Thi?,Woh Kaun Thi?,0,1964,140
tt0233234,Land of Fear,Ardh el-Khof,0,1999,142
tt0233422,Chachi 420,Chachi 420,0,1997,155
tt0233651,Angels of the Universe,Englar alheimsins,0,2000,100
tt0233687,The Eyes of Tammy Faye,The Eyes of Tammy Faye,0,2000,79
tt0233841,Baran,Baran,0,2001,94
tt0233979,Zapatlela,Zapatlela,0,1993,168
tt0234054,Kranti,Kranti,0,1981,187
tt0234215,The Matrix Reloaded,The Matrix Reloaded,0,2003,138
tt0234217,Clouds of May,Mayis Sikintisi,0,1999,130
tt0234288,Divided We Fall,Musíme si pomáhat,0,2000,117
tt0234542,Purab Aur Pachhim,Purab Aur Pachhim,0,1970,142
tt0234837,Suzhou River,Suzhou he,0,2000,83
tt0234988,The Town Is Quiet,La ville est tranquille,0,2000,133
tt0235060,The Road Home,Wo de fu qin mu qin,0,1999,89
tt0235154,6ixtynin9,Ruang talok 69,0,1999,118
tt0235198,Audition,Ôdishon,0,1999,115
tt0235327,Dark Days,Dark Days,0,2000,82
tt0235452,The Harmonium in My Memory,Nae maeumui punggeum,0,1999,116
tt0235609,Mullum Malarum,Mullum Malarum,0,1978,143
tt0236027,Flickering Lights,Blinkende lygter,0,2000,109
tt0236216,The Filth and the Fury,The Filth and the Fury,0,2000,108
tt0236576,Paragraph 175,Paragraph 175,0,2000,81
tt0237038,Bharatham,Bharatham,0,1991,147
tt0237138,Dasharatham,Dasharatham,0,1989,154
tt0237309,His Highness Abdullah,His Highness Abdullah,0,1990,156
tt0237376,Kireedam,Kireedam,0,1989,124
tt0237539,Bread and Tulips,Pane e tulipani,0,2000,114
tt0237682,Sadayam,Sadayam,0,1992,147
tt0237820,Thaniyavartanam,Thaniyavartanam,0,1987,119
tt0238119,Boys Don't Cry,Chlopaki nie placza,0,2000,90
tt0238380,Equilibrium,Equilibrium,0,2002,107
tt0238883,Brat 2,Brat 2,0,2000,122
tt0238891,One Hundred Steps,I cento passi,0,2000,114
tt0238936,Devdas,Devdas,0,2002,185
tt0239096,The Humpbacked Horse,Konyok-gorbunok,0,1975,73
tt0239655,Monday,Mandei,0,2000,100
tt0240084,Thammudu,Thammudu,0,1999,160
tt0240200,Water,Water,0,2005,117
tt0240425,Comet in Moominland,Comet in Moominland,0,1992,70
tt0240772,Ocean's Eleven,Ocean's Eleven,0,2001,116
tt0240912,Sound and Fury,Sound and Fury,0,2000,80
tt0241303,Chocolat,Chocolat,0,2000,121
tt0241527,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,152
tt0241663,To the Left of the Father,LavourArcaica,0,2001,163
tt0242256,Alai Payuthey,Alai Payuthey,0,2000,156
tt0242519,Hera Pheri,Hera Pheri,0,2000,156
tt0242572,I Have Found It,Kandukondain Kandukondain,0,2000,151
tt0242587,L.I.E.,L.I.E.,0,2001,97
tt0242601,The Book of Stone,El libro de piedra,0,1969,99
tt0243017,Waking Life,Waking Life,0,2001,99
tt0243133,The Man Who Wasn't There,The Man Who Wasn't There,0,2001,116
tt0243558,Revolutionary Girl Utena: The Movie,Shôjo kakumei Utena: Adolescence mokushiroku,0,1999,100
tt0243794,Pellet,El Bola,0,2000,88
tt0243889,Eureka,Yurîka,0,2000,217
tt0244316,Yi Yi,Yi yi,0,2000,173
tt0244479,Dark Blue World,Tmavomodrý svet,0,2001,112
tt0244585,Khubsoorat,Khubsoorat,0,1980,126
tt0245027,The Bench,Bænken,0,2000,93
tt0245280,Michael Jordan to the Max,Michael Jordan to the Max,0,2000,46
tt0245429,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,124
tt0245574,Y tu mamá también,Y tu mamá también,0,2001,106
tt0245712,Amores Perros,Amores perros,0,2000,154
tt0245837,Chunhyang,Chunhyangdyun,0,2000,137
tt0245844,The Count of Monte Cristo,The Count of Monte Cristo,0,2002,131
tt0245910,Cheap Smokes,Ftina tsigara,0,2000,85
tt0245929,Devils on the Doorstep,Guizi lai le,0,2000,139
tt0246135,Out 1,Out 1,0,1971,776
tt0246578,Donnie Darko,Donnie Darko,0,2001,113
tt0246593,Big Animal,Duze zwierze,0,2000,73
tt0246765,Lumumba,Lumumba,0,2000,115
tt0246772,Mostly Martha,Bella Martha,0,2001,109
tt0246809,New Delhi,New Delhi,0,1987,143
tt0246879,Qurbani,Qurbani,0,1980,157
tt0247196,Before Night Falls,Before Night Falls,0,2000,133
tt0247199,The Believer,The Believer,0,2001,98
tt0247380,The Gleaners & I,Les glaneurs et la glaneuse,0,2000,82
tt0247425,In the Bedroom,In the Bedroom,0,2001,131
tt0247568,Nazi Concentration and Prison Camps,Nazi Concentration Camps,0,1945,59
tt0247586,Nine Queens,Nueve reinas,0,2000,114
tt0247613,Peppermint Candy,Bakhasatang,0,1999,129
tt0247945,Badri,Badri,0,2000,158
tt0248036,Get Ready to Be Boyzvoiced,Get Ready to Be Boyzvoiced,0,2000,95
tt0248126,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,0,2001,210
tt0248317,Ponthan Mada,Ponthan Mada,0,1994,119
tt0248428,Shiva,Shiva,0,1989,161
tt0248547,Tholi Prema,Tholi Prema,0,1998,146
tt0248845,Hedwig and the Angry Inch,Hedwig and the Angry Inch,0,2001,95
tt0248912,Into the Arms of Strangers: Stories of the Kindertransport,Into the Arms of Strangers: Stories of the Kindertransport,0,2000,122
tt0249027,Moonnam Pakkam,Moonnam Pakkam,0,1988,114
tt0249047,Namukku Parkkan Munthiri Thoppukal,Namukku Parkkan Munthiri Thoppukal,0,1986,137
tt0249188,Thoovanathumbikal,Thoovanathumbikal,0,1987,151
tt0249241,Werckmeister Harmonies,Werckmeister harmóniák,0,2000,145
tt0249336,Aha Naa Pellanta,Aha Naa Pellanta,0,1987,147
tt0249361,Annamayya,Annamayya,0,1997,150
tt0249462,Billy Elliot,Billy Elliot,0,2000,110
tt0249795,Mayabazar,Maya Bazaar,0,1957,192
tt0250122,Yeshwant,Yeshwant,0,1997,145
tt0250125,Under the Skin of the City,Zir-e poost-e shahr,0,2001,92
tt0250258,The Experiment,Das Experiment,0,2001,120
tt0251091,Before the Storm,Före stormen,0,2000,106
tt0251141,Innocence,Innocence,0,2000,94
tt0251160,John Q,John Q,0,2002,116
tt0251355,Pushpaka Vimana,Pushpaka Vimana,0,1987,125
tt0251447,The Tunnel,Der Tunnel,0,2001,150
tt0251847,Missamma,Missamma,0,1955,181
tt0252052,An American Reunion,An American Reunion,0,2003,93
tt0252084,My Prostitute Love,Vesikali Yarim,0,1968,89
tt0252196,Aditya 369,Aditya 369,0,1991,140
tt0252245,Atla Gel Saban,Atla Gel Saban,0,1984,83
tt0252269,King of the Guards,Bekçiler Krali,0,1979,82
tt0252360,Plaintiff,Davaci,0,1987,79
tt0252361,Davaro,Davaro,0,1981,94
tt0252364,Deli Deli Küpeli,Deli Deli Küpeli,0,1986,87
tt0252389,Dokunmayin Sabanima,Dokunmayin Sabanima,0,1979,79
tt0252405,Queer World,Düttürü Dünya,0,1988,91
tt0252444,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,94
tt0252465,Poor,Garip,0,1986,96
tt0252468,Gerzek Saban,Gerzek Saban,0,1980,76
tt0252487,The Chaos Class,Hababam Sinifi,0,1975,85
tt0252488,The Chaos Class Failed the Class,Hababam Sinifi: Sinifta Kaldi,0,1975,95
tt0252489,The Chaos Class Is on Vacation,Hababam Sinifi: Tatilde,0,1977,97
tt0252490,The Chaos Class Is Waking Up,Hababam Sinifi: Uyaniyor,0,1976,94
tt0252589,Bloody Nigar,Kanli Nigar,0,1981,81
tt0252591,King of the Doormen,Kapicilar Krali,0,1976,84
tt0252597,"Feyzo, the Polite One",Kibar Feyzo,0,1978,83
tt0252611,Fearless Coward,Korkusuz Korkak,0,1979,77
tt0252619,From the Village to the City,Köyden Indim Sehire,0,1974,91
tt0252684,Manic,Manic,0,2001,100
tt0252695,The Blue Bead,Mavi Boncuk,0,1974,76
tt0252704,Merakli Köfteci,Merakli Köfteci,0,1976,75
tt0252985,Ask Me If I'm Happy,Chiedimi se sono felice,0,2000,100
tt0253143,Inek Saban,Inek Saban,0,1978,71
tt0253151,Iyi Aile Çocugu,Iyi Aile Çocugu,0,1978,79
tt0253157,Jamba Lakidi Pamba,Jamba Lakidi Pamba,0,1993,131
tt0253377,Oh Olsun,Oh Olsun,0,1973,86
tt0253420,Ortadirek Saban,Ortadirek Saban,0,1984,85
tt0253474,The Pianist,The Pianist,0,2002,150
tt0253614,"Saban, Son of Saban",Saban Oglu Saban,0,1977,90
tt0253619,Fake Bully,Sahte Kabadayi,0,1976,77
tt0253621,Shakir the Clumsy,Sakar Sakir,0,1977,81
tt0253622,The Stupid Millionaire,Salak Milyoner,0,1974,84
tt0253623,Salako,Salako,0,1974,87
tt0253637,Nightingale,Sark Bülbülü,0,1979,89
tt0253779,The Foster Brothers,Süt Kardesler,0,1976,80
tt0253791,Sweet Talker,Tatli Dillim,0,1972,94
tt0253822,Tokatçi,Tokatçi,0,1983,83
tt0253828,Tosun Pasha,Tosun Pasa,0,1976,90
tt0253860,Our Hope Is Shaban,Umudumuz Saban,0,1979,83
tt0253960,Yalanci Yarim,Yalanci Yarim,0,1973,94
tt0253963,Trouble-Maker Hüsnü,Yedi Bela Hüsnü,0,1983,84
tt0253966,Yoksul,Yoksul,0,1986,77
tt0253970,Man Number 100,Yüz Numarali Adam,0,1978,79
tt0253991,Zübük,Zübük,0,1980,88
tt0253997,The King of the Street Cleaners,Çöpçüler Krali,0,1977,80
tt0254000,The Teacher,Ögretmen,0,1988,89
tt0254001,Trickster,Üç Kagitçi,0,1981,88
tt0254463,A Run for Money,Kaç Para Kaç,0,1999,100
tt0254481,Koi... Mil Gaya,Koi... Mil Gaya,0,2003,171
tt0254686,The Piano Teacher,La pianiste,0,2001,131
tt0254769,City of Mice,Shahr-e mooshha,0,1986,92
tt0254942,Akkare Akkare Akkare,Akkare Akkare Akkare,0,1990,156
tt0255013,Boeing Boeing,Boeing Boeing,0,1985,110
tt0255067,Common Wealth,La comunidad,0,2000,110
tt0255094,The Circle,Dayereh,0,2000,90
tt0255178,Friends,Friends,0,1999,150
tt0255289,Kaalapani,Kaalapani,0,1996,178
tt0255306,Kilukkam,Kilukkam,0,1991,155
tt0255373,Midhunam,Midhunam,0,1993,147
tt0255378,Minnaram,Minnaram,0,1994,150
tt0255641,Thalavattam,Thalavattam,0,1986,147
tt0255643,Thenmavin Kombath,Thenmavin Kombath,0,1994,164
tt0255668,Vandanam,Vandanam,0,1989,168
tt0255676,Vellanakalude Naadu,Vellanakalude Naadu,0,1988,129
tt0256009,The Devil's Backbone,El espinazo del diablo,0,2001,106
tt0256408,Startup.com,Startup.com,0,2001,107
tt0256951,Nadiya Ke Paar,Nadiya Ke Paar,0,1982,143
tt0257044,Road to Perdition,Road to Perdition,0,2002,117
tt0257290,Glass Tiger,Üvegtigris,0,2001,100
tt0257360,About Schmidt,About Schmidt,0,2002,125
tt0257497,"La Commune (Paris, 1871)","La commune (Paris, 1871)",0,2000,345
tt0258463,The Bourne Identity,The Bourne Identity,0,2002,119
tt0258490,Khushi,Khushi,0,2001,169
tt0258760,Lammbock,Lammbock,0,2001,93
tt0258761,Last Resort,Last Resort,0,2000,73
tt0258885,Platform,Zhantai,0,2000,154
tt0259072,A Time for Drunken Horses,Zamani baray-e masti-e asbha,0,2000,80
tt0259182,The American Nightmare,The American Nightmare,0,2000,73
tt0259393,Lantana,Lantana,0,2001,121
tt0259440,Beautiful Memories,Se souvenir des belles choses,0,2001,110
tt0259534,Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,0,1993,135
tt0260191,Gundam Wing: The Movie - Endless Waltz,Shin Kido Senki Gundam Wing Endless Waltz,0,1998,90
tt0260332,The Day I Became a Woman,Roozi ke zan shodam,0,2000,74
tt0260414,Taking Sides,Taking Sides,0,2001,108
tt0260688,Ali Zaoua: Prince of the Streets,"Ali Zaoua, prince de la rue",0,2000,90
tt0260987,The Dream Factory,Jia fang yi fang,0,1997,90
tt0260991,Joint Security Area,Gongdong gyeongbi guyeok JSA,0,2000,110
tt0261243,Rockford,Rockford,0,1999,102
tt0261668,The Wedding,Dügün,0,1973,84
tt0262037,Thenali,Thenali,0,2000,164
tt0262240,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,0,2000,288
tt0262432,George Washington,George Washington,0,2000,89
tt0262455,Gundamma Katha,Gundamma Katha,0,1962,166
tt0263065,Arabesque,Arabesk,0,1989,92
tt0263074,The Unforgettable Director of Love Movies,Ask Filmlerinin Unutulmaz Yönetmeni,0,1990,106
tt0263102,Bilo the Banker,Banker Bilo,0,1980,85
tt0263124,Brainstorm,Bicho de Sete Cabeças,0,2000,74
tt0263208,Abbas in Flower,Çiçek Abbas,0,1982,87
tt0263211,The Naked Citizen,Çiplak Vatandas,0,1985,80
tt0263257,The Windmill,Degirmen,0,1986,99
tt0263269,Love of Giant,Devlerin Aski,0,1976,80
tt0263273,Madam Dila,Dila Hanim,0,1977,86
tt0263283,The Return,Dönüs,0,1972,94
tt0263334,Beans,Fasulye,0,2000,105
tt0263388,The Shadow Play,Gölge Oyunu,0,1993,103
tt0263438,Everything's Gonna Be Great,Her Sey Çok Güzel Olacak,0,1998,107
tt0263743,Billionaire,Milyarder,0,1987,96
tt0263776,The Honest One,Namuslu,0,1984,90
tt0263975,The Girl with the Red Scarf,Selvi Boylum Al Yazmalim,0,1977,90
tt0264051,Sultan,Sultan,0,1978,88
tt0264205,The Rich One's Kitchen,Zengin Mutfagi,0,1988,76
tt0264415,Bhairava Dweepam,Bhairava Dweepam,0,1994,162
tt0264464,Catch Me If You Can,Catch Me If You Can,0,2002,141
tt0264476,Children Underground,Children Underground,0,2001,104
tt0264578,The Endurance,The Endurance: Shackleton's Legendary Antarctic Expedition,0,2000,97
tt0264616,Frailty,Frailty,0,2001,100
tt0264689,Home Room,Home Room,0,2002,133
tt0264796,Life as a House,Life as a House,0,2001,125
tt0265086,Black Hawk Down,Black Hawk Down,0,2001,144
tt0265144,Offside,Dar Alanda Kisa Paslasmalar,0,2000,120
tt0265343,Monsoon Wedding,Monsoon Wedding,0,2001,114
tt0265666,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,110
tt0265730,Sethu,Sethu,0,1999,130
tt0266260,Arjun,Arjun,0,1985,154
tt0266288,Azhakiya Ravanan,Azhakiya Ravanan,0,1996,120
tt0266308,Battle Royale,Batoru rowaiaru,0,2000,114
tt0266437,Demobbed,DMB,0,2000,85
tt0266543,Finding Nemo,Finding Nemo,0,2003,100
tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,111
tt0266875,Raat,Raat,0,1992,127
tt0266987,Spy Game,Spy Game,0,2001,126
tt0267277,Ashi Hi Banwa Banwi,Ashi Hi Banwa Banwi,0,1988,137
tt0267351,My Dear Brother,Canim Kardesim,0,1973,86
tt0267363,Chandni Bar,Chandni Bar,0,2001,150
tt0268126,Adaptation.,Adaptation.,0,2002,115
tt0268282,The Elm-Chanted Forest,Cudesna suma,0,1986,83
tt0268380,Ice Age,Ice Age,0,2002,81
tt0268896,Edge of Night,Afti i nyhta menei,0,2000,112
tt0268978,A Beautiful Mind,A Beautiful Mind,0,2001,135
tt0269746,What Time Is It There?,Ni na bian ji dian,0,2001,116
tt0269856,Ritual,Shiki-Jitsu,0,2000,128
tt0270053,Vizontele,Vizontele,0,2001,110
tt0270321,Dr. Babasaheb Ambedkar,Dr. Babasaheb Ambedkar,0,2000,197
tt0271029,Come Sweet Death,"Komm, süsser Tod",0,2000,107
tt0271211,Stoked: The Rise and Fall of Gator,Stoked: The Rise and Fall of Gator,0,2002,82
tt0271383,A Dog's Will,O Auto da Compadecida,0,2000,104
tt0271459,Dhruvam,Dhruvam,0,1993,138
tt0271545,Hitler,Hitler,0,1996,153
tt0271580,Jet Boy,Jet Boy,0,2001,99
tt0271595,The King,The King,0,1995,198
tt0271648,Mrigaya,Mrigaya,0,1989,142
tt0271678,No: 20 Madras Mail,No: 20 Madras Mail,0,1990,177
tt0271694,Oru CBI Diary Kurippu,Oru CBI Diary Kurippu,0,1988,137
tt0271857,Vatsalyam,Vatsalyam,0,1993,156
tt0272152,K-PAX,K-PAX,0,2001,120
tt0272207,Narc,Narc,0,2002,105
tt0272338,Punch-Drunk Love,Punch-Drunk Love,0,2002,95
tt0273108,The Beautiful Country,The Beautiful Country,0,2004,125
tt0273148,The Officer's Ward,La chambre des officiers,0,2001,135
tt0273300,Jump Tomorrow,Jump Tomorrow,0,2001,97
tt0273840,Moscow Square,Moszkva tér,0,2001,88
tt0273870,Narasimham,Narasimham,0,2000,175
tt0274012,Punjabi House,Punjabi House,0,1998,146
tt0274114,Summer in Bethlehem,Summer in Bethlehem,0,1998,143
tt0274117,Read My Lips,Sur mes lèvres,0,2001,115
tt0274309,24 Hour Party People,24 Hour Party People,0,2002,117
tt0274497,The Ignorant Fairies,Le fate ignoranti,0,2001,106
tt0274558,The Hours,The Hours,0,2002,110
tt0274716,Sherina's Adventure,Petualangan Sherina,0,2000,112
tt0275083,The Warrior,Musa,0,2001,158
tt0275089,Revenge of the Snakes,Yilanlarin Öcü,0,1961,104
tt0275277,Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,0,2001,115
tt0275309,Dogtown and Z-Boys,Dogtown and Z-Boys,0,2001,91
tt0275491,Bad Education,La mala educación,0,2004,106
tt0275719,Tape,Tape,0,2001,86
tt0275847,Lilo & Stitch,Lilo & Stitch,0,2002,85
tt0276501,Beijing Bicycle,Shiqi sui de dan che,0,2001,113
tt0276515,Southern Comfort,Southern Comfort,0,2001,90
tt0276617,The White Sound,Das weiße Rauschen,0,2001,103
tt0276751,About a Boy,About a Boy,0,2002,101
tt0276793,"Dad, Make Me Marry",Baba Bizi Eversene,0,1975,81
tt0276820,Berlin Is in Germany,Berlin Is in Germany,0,2001,99
tt0276919,Dogville,Dogville,0,2003,171
tt0277027,I Am Sam,I Am Sam,0,2001,132
tt0277327,As Far as My Feet Will Carry Me,So weit die Füße tragen,0,2001,158
tt0277434,We Were Soldiers,We Were Soldiers,0,2002,138
tt0277615,Bug,Bug,0,2002,86
tt0278006,Killing Mad Dogs,Sagkoshi,0,2001,135
tt0278501,In Harihar Nagar,In Harihar Nagar,0,1990,133
tt0278504,Insomnia,Insomnia,0,2002,118
tt0278736,Stanley Kubrick: A Life in Pictures,Stanley Kubrick: A Life in Pictures,0,2001,142
tt0278891,"Oh, Belinda",Aaahh Belinda,0,1986,100
tt0279064,Elling,Elling,0,2001,89
tt0279065,Time Out,L'emploi du temps,0,2001,134
tt0279248,Dudes,Munje!,0,2001,90
tt0279783,Maids,Domésticas: O Filme,0,2001,85
tt0279901,A Fugitive from the Past,Kiga kaikyô,0,1965,183
tt0279983,Nereye Bakiyor Bu Adamlar,Nereye Bakiyor Bu Adamlar,0,1976,88
tt0280015,Violet Perfume: Nobody Hears You,Nadie te oye. Perfume de violetas,0,2001,90
tt0280381,25 Watts,25 Watts,0,2001,92
tt0280491,Bloody Sunday,Bloody Sunday,0,2002,111
tt0280599,Devadoothan,Devadoothan,0,2000,158
tt0280653,Amen.,Amen.,0,2002,132
tt0280707,Gosford Park,Gosford Park,0,2001,137
tt0281063,Pesvebi,Pesvebi,0,1987,87
tt0281358,A Walk to Remember,A Walk to Remember,0,2002,101
tt0281718,Friend,Chingoo,0,2001,113
tt0281724,Cinemania,Cinemania,0,2002,83
tt0282599,Il Mare,Siworae,0,2000,105
tt0282778,Nadodikkattu,Nadodikkattu,0,1987,158
tt0282864,Promises,Promises,0,2001,106
tt0282917,Year of the Devil,Rok dábla,0,2002,88
tt0283139,White Oleander,White Oleander,0,2002,109
tt0283269,Boomerang,Boomerang,0,2001,87
tt0283509,No Man's Land,No Man's Land,0,2001,98
tt0283524,Opasen char,Opasen char,0,1984,90
tt0283900,The Spanish Apartment,L'auberge espagnole,0,2002,122
tt0284137,Gadar: Ek Prem Katha,Gadar: Ek Prem Katha,0,2001,170
tt0284262,Life and Debt,Life and Debt,0,2001,80
tt0284363,I Served the King of England,Obsluhoval jsem anglického krále,0,2006,113
tt0284595,In August of 1944,V avguste 44-go,0,2001,109
tt0284815,Address Unknown,Suchwiin bulmyeong,0,2001,117
tt0285441,Atanarjuat: The Fast Runner,Atanarjuat,0,2001,172
tt0285665,Kuruthipunal,Kuruthipunal,0,1995,143
tt0285993,Rhythm,Rhythm,0,2000,140
tt0286112,Shaolin Soccer,Siu Lam juk kau,0,2001,87
tt0286244,The Triplets of Belleville,Les triplettes de Belleville,0,2003,80
tt0286261,All or Nothing,All or Nothing,0,2002,128
tt0286476,Autumn Spring,Babí léto,0,2001,100
tt0286502,Bespredel,Bespredel,0,1989,102
tt0287015,My Aunt,Teyzem,0,1986,105
tt0287300,Family Honour,Aile Serefi,0,1976,95
tt0287322,The Lawyer,El-Avukatoo,0,1983,108
tt0287457,Genesis,Genesis,0,2004,81
tt0287467,Talk to Her,Hable con ella,0,2002,112
tt0287471,Late Marriage,Hatuna Meuheret,0,2001,102
tt0287803,Fate,Yazgi,0,2001,119
tt0288036,Madame,Hanim,0,1989,106
tt0288330,Zelary,Zelary,0,2003,150
tt0288439,Bang Bang You're Dead,Bang Bang You're Dead,0,2002,93
tt0288491,"Hi, Tereska","Czesc, Tereska",0,2001,86
tt0288861,Godforsaken,Van God Los,0,2003,83
tt0289043,28 Days Later,28 Days Later,0,2002,113
tt0289080,Days of El-Sadat,Ayam El-Sadat,0,2001,165
tt0289181,Failan,Failan,0,2001,115
tt0289320,Stuff and Dough,Marfa si banii,0,2001,90
tt0289765,Red Dragon,Red Dragon,0,2002,124
tt0289782,Under the Flag of the Rising Sun,Gunki hatameku motoni,0,1972,96
tt0289879,The Butterfly Effect,The Butterfly Effect,0,2004,113
tt0289893,Chandralekha,Chandralekha,0,1997,172
tt0289967,Smiling Eyes,Gülen Gözler,0,1977,97
tt0289968,The Chaos Class Is Fretting Over,Hababam Sinifi: Dokuz Doguruyor,0,1978,88
tt0289992,The Life of David Gale,The Life of David Gale,0,2003,130
tt0290296,Space Station 3D,Space Station 3D,0,2002,47
tt0290326,Tum Bin...: Love Will Find a Way,Tum Bin...: Love Will Find a Way,0,2001,158
tt0290334,X2: X-Men United,X2,0,2003,134
tt0290673,Irreversible,Irréversible,0,2002,97
tt0290820,Raakh,Raakh,0,1989,153
tt0290937,Yoddha,Yoddha,0,1992,149
tt0291003,Behind the Sun,Abril Despedaçado,0,2001,105
tt0291032,Balzac and the Little Chinese Seamstress,Xiao cai feng,0,2002,110
tt0291172,The Son,Le fils,0,2002,103
tt0291350,Millennium Actress,Sennen joyû,0,2001,87
tt0291376,Nayak: The Real Hero,Nayak: The Real Hero,0,2001,187
tt0291579,"He Loves Me, He Loves Me Not",À la folie... pas du tout,0,2002,92
tt0291855,Devasuram,Devasuram,0,1993,157
