tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes
tt0083789,Danton,Danton,0,1983,136
tt0083791,The Dark Crystal,The Dark Crystal,0,1982,93
tt0083851,The Draughtsman's Contract,The Draughtsman's Contract,0,1982,108
tt0083865,Dögkeselyü,Dögkeselyü,0,1982,115
tt0083866,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,0,1982,115
tt0083888,The Simple-Minded Murderer,Den enfaldige mördaren,0,1982,108
tt0083907,The Evil Dead,The Evil Dead,0,1981,85
tt0083922,Fanny and Alexander,Fanny och Alexander,0,1982,188
tt0083925,The Hatter's Ghost,Les fantômes du chapelier,0,1982,120
tt0083929,Fast Times at Ridgemont High,Fast Times at Ridgemont High,0,1982,90
tt0083931,Son of the White Mare,Fehérlófia,0,1981,86
tt0083944,First Blood,First Blood,0,1982,93
tt0083946,Fitzcarraldo,Fitzcarraldo,0,1982,158
tt0083967,Frances,Frances,0,1982,140
tt0083987,Gandhi,Gandhi,0,1982,191
tt0084042,An Egyptian Story,Hadduta misrija,0,1982,115
tt0084045,A Season in Hakkari,Hakkari'de Bir Mevsim,0,1983,110
tt0084136,The Flight of the Eagle,Ingenjör Andrées luftfärd,0,1982,140
tt0084237,The Last Unicorn,The Last Unicorn,0,1982,92
tt0084267,Ninja in the Dragon's Den,Long zhi ren zhe,0,1982,95
tt0084296,The Man from Snowy River,The Man from Snowy River,0,1982,102
tt0084302,The Marathon Family,Maratonci trce pocasni krug,0,1982,92
tt0084304,Death of Yazdgerd,Marg Yazdgerd,0,1982,110
tt0084315,The Time Masters,Les Maîtres du temps,0,1982,78
tt0084324,Meri Jung,Meri Jung,0,1985,164
tt0084335,Missing,Missing,0,1982,122
tt0084340,Les Misérables,Les misérables,0,1982,220
tt0084345,My Friend Ivan Lapshin,Moy drug Ivan Lapshin,0,1985,100
tt0084346,Moj tata na odredjeno vreme,Moj tata na odredjeno vreme,0,1982,89
tt0084352,Monty Python Live at the Hollywood Bowl,Monty Python Live at the Hollywood Bowl,0,1982,81
tt0084354,Moonlighting,Moonlighting,0,1982,97
tt0084370,My Favorite Year,My Favorite Year,0,1982,92
tt0084385,Namak Halaal,Namak Halaal,0,1982,171
tt0084388,Diary for My Children,Napló gyermekeimnek,0,1984,106
tt0084390,The Ballad of Narayama,Narayama bushikô,0,1983,130
tt0084422,The Night of the Shooting Stars,La notte di San Lorenzo,0,1982,107
tt0084423,That Night in Varennes,La nuit de Varennes,0,1982,150
tt0084434,An Officer and a Gentleman,An Officer and a Gentleman,0,1982,124
tt0084465,The Prefab People,Panelkapcsolat,0,1982,102
tt0084503,Pink Floyd: The Wall,Pink Floyd: The Wall,0,1982,95
tt0084509,The Plague Dogs,The Plague Dogs,0,1982,103
tt0084516,Poltergeist,Poltergeist,0,1982,114
tt0084518,Flights in Dreams and in Reality,Polyoty vo sne i nayavu,0,1983,92
tt0084532,Prem Rog,Prem Rog,0,1982,183
tt0084548,Interrogation,Przesluchanie,0,1989,118
tt0084549,Blind Chance,Przypadek,0,1987,114
tt0084555,Santa Claus Is a Stinker,Le père Noël est une ordure,0,1982,88
tt0084589,The Return of Martin Guerre,Le retour de Martin Guerre,0,1982,112
tt0084597,Richard Pryor: Live on the Sunset Strip,Richard Pryor: Live on the Sunset Strip,0,1982,82
tt0084620,I Enjoy the World with You,S tebou me baví svet,0,1983,82
tt0084628,Sans Soleil,Sans soleil,0,1983,100
tt0084630,Satte Pe Satta,Satte Pe Satta,0,1982,160
tt0084633,Savannah Smiles,Savannah Smiles,0,1982,105
tt0084646,Scusate il ritardo,Scusate il ritardo,0,1983,112
tt0084649,The Secret of NIMH,The Secret of NIMH,0,1982,82
tt0084654,Veronika Voss,Die Sehnsucht der Veronika Voss,0,1982,104
tt0084667,Shakti,Shakti,0,1982,166
tt0084707,Sophie's Choice,Sophie's Choice,0,1982,150
tt0084726,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,0,1982,113
tt0084740,El Sur,El sur,0,1983,95
tt0084780,A Tight Spot,Tesna koza,0,1982,92
tt0084787,The Thing,The Thing,0,1982,109
tt0084805,Tootsie,Tootsie,0,1982,116
tt0084807,Boat People,Tau ban no hoi,0,1982,109
tt0084821,La Traviata,La traviata,0,1982,109
tt0084855,The Verdict,The Verdict,0,1982,129
tt0084865,Victor/Victoria,Victor/Victoria,0,1982,134
tt0084873,A Railway Station for Two,Vokzal dlya dvoikh,0,1983,141
tt0084897,The White Rose,Die weiße Rose,0,1982,108
tt0084901,Big Shar,Wielki Szu,0,1983,96
tt0084917,The World According to Garp,The World According to Garp,0,1982,136
tt0084921,Five Elements Ninjas,Ren zhe wu di,0,1982,107
tt0084924,Duel to the Death,Xian si jue,0,1983,86
tt0084934,Yol,Yol,0,1982,107
tt0084953,The Quack,Znachor,0,1982,128
tt0085127,Project A,'A' gai wak,0,1983,105
tt0085178,Ardh Satya,Ardh Satya,0,1983,130
tt0085180,L'Argent,L'Argent,0,1983,85
tt0085210,Bad Boys,Bad Boys,0,1983,123
tt0085211,The Prodigal Son,Baai ga jai,0,1981,100
tt0085213,Le Bal,Le bal,0,1983,109
tt0085215,Balkan ekspres,Balkan ekspres,0,1983,102
tt0085218,Barefoot Gen,Hadashi no Gen,0,1983,83
tt0085240,Bianca,Bianca,0,1984,97
tt0085244,The Big Chill,The Big Chill,0,1983,105
tt0085297,Carmen,Carmen,0,1983,102
tt0085327,Who Finds a Friend Finds a Treasure,Chi trova un amico trova un tesoro,0,1981,108
tt0085334,A Christmas Story,A Christmas Story,0,1983,93
tt0085335,Chuchelo,Chuchelo,0,1984,127
tt0085400,In the White City,Dans la ville blanche,0,1983,108
tt0085407,The Dead Zone,The Dead Zone,0,1983,103
tt0085461,The Dresser,The Dresser,0,1983,118
tt0085478,Educating Rita,Educating Rita,0,1983,110
tt0085482,El Norte,El Norte,0,1983,141
tt0085533,The Boys from Fengkuei,Feng gui lai de ren,0,1983,99
tt0085599,Sweet Bunch,Glykia symmoria,0,1983,154
tt0085601,Go for It,Nati con la camicia,0,1983,107
tt0085622,The Grey Fox,The Grey Fox,0,1982,92
tt0085635,"That Day, on the Beach",Hai tan de yi tian,0,1983,166
tt0085712,"Idi mi, dodji mi","Idi mi, dodji mi",0,1983,92
tt0085743,Jaane Bhi Do Yaaro,Jaane Bhi Do Yaaro,0,1983,132
tt0085748,"Jára Cimrman Lying, Sleeping","Jára Cimrman lezící, spící",0,1983,81
tt0085768,Kakav deda takav unuk,Kakav deda takav unuk,0,1983,92
tt0085769,How I Was Systematically Destroyed by an Idiot,Kako sam sistematski unisten od idiota,0,1983,98
tt0085776,Katha,Katha,0,1983,141
tt0085794,The King of Comedy,The King of Comedy,0,1982,109
tt0085809,Koyaanisqatsi,Koyaanisqatsi,0,1982,86
tt0085859,Local Hero,Local Hero,0,1983,111
tt0085896,Mandi,Mandi,0,1983,167
tt0085913,Masoom,Masoom,0,1983,165
tt0085933,Merry Christmas Mr. Lawrence,"Merry Christmas, Mr. Lawrence",0,1983,123
tt0085959,Monty Python's the Meaning of Life,The Meaning of Life,0,1983,107
tt0085981,Jazzman,My iz dzhaza,0,1983,89
tt0085991,Antarctica,Nankyoku monogatari,0,1983,143
tt0085995,National Lampoon's Vacation,National Lampoon's Vacation,0,1983,98
tt0086005,Never Cry Wolf,Never Cry Wolf,0,1983,105
tt0086022,Nostalghia,Nostalghia,0,1983,125
tt0086087,Pauline at the Beach,Pauline à la plage,0,1983,95
tt0086102,Phar Lap,Phar Lap,0,1983,107
tt0086112,The Pirates of Penzance,The Pirates of Penzance,0,1983,112
tt0086182,Rembetiko,Rembetiko,0,1983,110
tt0086190,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,131
tt0086197,The Right Stuff,The Right Stuff,0,1983,193
tt0086213,Sugar Cane Alley,Rue Cases Nègres,0,1983,103
tt0086216,Rumble Fish,Rumble Fish,0,1983,94
tt0086230,Sadma,Sadma,0,1983,141
tt0086231,Sagara Sangamam,Sagara Sangamam,0,1983,160
tt0086242,The Makioka Sisters,Sasameyuki,0,1983,140
tt0086250,Scarface,Scarface,0,1983,170
tt0086312,Silkwood,Silkwood,0,1983,131
tt0086319,The Snowdrop Festivities,Slavnosti snezenek,0,1984,83
tt0086358,State buoni se potete,State buoni se potete,0,1983,115
tt0086420,"So Long, Stooge",Tchao pantin,0,1983,100
tt0086423,Tender Mercies,Tender Mercies,0,1983,92
tt0086425,Terms of Endearment,Terms of Endearment,0,1983,132
tt0086465,Trading Places,Trading Places,0,1983,116
tt0086477,The Three Veterans,Tri veteráni,0,1984,96
tt0086541,Videodrome,Videodrome,0,1983,87
tt0086543,The 4th Man,De vierde man,0,1983,102
tt0086545,City of Pirates,La ville des pirates,0,1983,111
tt0086551,Confidentially Yours,Vivement dimanche !,0,1983,110
tt0086567,WarGames,WarGames,0,1983,114
tt0086593,Without a Trace,Without a Trace,0,1983,120
tt0086597,Woh 7 Din,Woh 7 Din,0,1983,139
tt0086606,The Eight Diagram Pole Fighter,Wu Lang ba gua gun,0,1984,98
tt0086617,The Year of Living Dangerously,The Year of Living Dangerously,0,1982,115
tt0086637,Zelig,Zelig,0,1983,79
tt0086643,Ziggy Stardust and the Spiders from Mars,Ziggy Stardust and the Spiders from Mars,0,1979,90
tt0086650,To Our Loves,À nos amours,0,1983,99
tt0086655,One Deadly Summer,L'été meurtrier,0,1983,133
tt0086879,Amadeus,Amadeus,0,1984,160
tt0086907,Antonio Gaudí,Antonio Gaudí,0,1984,72
tt0086935,Balkan Spy,Balkanski spijun,0,1984,95
tt0086936,Ballad of the Little Soldier,Ballade vom kleinen Soldaten,0,1984,46
tt0086960,Beverly Hills Cop,Beverly Hills Cop,0,1984,105
tt0086961,No End,Bez konca,0,1985,107
tt0086969,Birdy,Birdy,0,1984,120
tt0086979,Blood Simple,Blood Simple,0,1984,99
tt0087003,Broadway Danny Rose,Broadway Danny Rose,0,1984,84
tt0087013,Buster's World,Busters verden,0,1984,91
tt0087034,Carmen,Carmen,0,1984,152
tt0087123,Strangler vs. Strangler,Davitelj protiv davitelja,0,1984,96
tt0087164,A Summer at Grandpa's,Dong dong de jiàqi,0,1984,93
tt0087188,The Ship Sails On,E la nave va,0,1983,128
tt0087301,Hibiscus Town,Fu rong zhen,0,1987,164
tt0087317,The Dark Glow of the Mountains,Gasherbrum - Der leuchtende Berg,0,1984,45
tt0087328,The Home and the World,Ghare-Baire,0,1984,140
tt0087332,Ghostbusters,Ghostbusters,0,1984,105
tt0087349,"Blue Mountains, or Unbelievable Story",Tsisperi mtebi anu daujerebeli ambavi,0,1983,97
tt0087363,Gremlins,Gremlins,0,1984,106
tt0087373,The Dog Who Stopped the War,La guerre des tuques,0,1984,91
tt0087377,The Crazy Family,Gyakufunsha kazoku,0,1984,106
tt0087433,Yellow Earth,Huang tu di,0,1984,89
tt0087469,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,118
tt0087481,Double Trouble,Non c'è due senza quattro,0,1984,99
tt0087488,"István, a király","István, a király",0,1984,100
tt0087530,Kamalolmolk,Kamalolmolk,0,1984,122
tt0087537,Kaos,Kaos,0,1984,187
tt0087538,The Karate Kid,The Karate Kid,0,1984,126
tt0087544,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,0,1984,117
tt0087545,The Family Game,Kazoku gêmu,0,1983,107
tt0087553,The Killing Fields,The Killing Fields,0,1984,141
tt0087606,The Legend of Suram Fortress,Ambavi Suramis tsikhitsa,0,1985,88
tt0087644,Love Streams,Love Streams,0,1984,141
tt0087650,Love and Doves,Lyubov i golubi,0,1985,107
tt0087660,Macross: Do You Remember Love?,Chôjikû Yôsai Macross: Ai Oboeteimasuka,0,1984,114
tt0087731,Give the Devil His Due,S certy nejsou zerty,0,1985,95
tt0087763,My Brother's Wedding,My Brother's Wedding,0,1983,115
tt0087781,The Natural,The Natural,0,1984,138
tt0087800,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,91
tt0087814,Nothing Left to Do but Cry,Non ci resta che piangere,0,1984,113
tt0087821,Full Moon in Paris,Les nuits de la pleine lune,0,1984,101
tt0087843,Once Upon a Time in America,Once Upon a Time in America,0,1984,229
tt0087855,Almanac of Fall,Öszi almanach,0,1984,119
tt0087884,"Paris, Texas","Paris, Texas",0,1984,145
tt0087892,A Passage to India,A Passage to India,0,1984,164
tt0087921,Places in the Heart,Places in the Heart,0,1984,111
tt0088002,My New Partner,Les ripoux,0,1984,107
tt0088009,A Year of the Quiet Sun,Rok spokojnego slonca,0,1984,106
tt0088015,Ronia: The Robber's Daughter,Ronja Rövardotter,0,1984,126
tt0088031,Saaransh,Saaransh,0,1984,137
tt0088040,The Holy Innocents,Los santos inocentes,0,1984,107
tt0088074,Secret Honor,Secret Honor,0,1984,90
tt0088083,Sexmission,Seksmisja,0,1984,122
tt0088099,Sharaabi,Sharaabi,0,1984,180
tt0088107,Long Arm of the Law,Sang gong kei bing,0,1984,105
tt0088146,A Soldier's Story,A Soldier's Story,0,1984,101
tt0088175,Sta se zgodi kad se ljubav rodi,Sta se zgodi kad se ljubav rodi,0,1984,103
tt0088178,Stop Making Sense,Stop Making Sense,0,1984,88
tt0088184,Stranger Than Paradise,Stranger Than Paradise,0,1984,89
tt0088196,Streetwise,Streetwise,0,1984,91
tt0088241,Voyage to Cythera,Taxidi sta Kythira,0,1984,120
tt0088247,The Terminator,The Terminator,0,1984,107
tt0088258,This Is Spinal Tap,This Is Spinal Tap,0,1984,82
tt0088275,The Times of Harvey Milk,The Times of Harvey Milk,0,1984,90
tt0088286,Top Secret!,Top Secret!,0,1984,90
tt0088299,Twist and Shout,"Tro, håb og kærlighed",0,1984,99
tt0088318,A Sunday in the Country,Un dimanche à la campagne,0,1984,90
tt0088323,The NeverEnding Story,The Neverending Story,0,1984,102
tt0088334,Urusei Yatsura 2: Beautiful Dreamer,Urusei Yatsura 2: Byûtifuru dorîmâ,0,1984,90
tt0088338,The Elusive Summer of '68,Varljivo leto '68,0,1984,91
tt0088445,Zappa,Zappa,0,1983,103
tt0088461,What Have I Done to Deserve This?,¿Qué he hecho YO para merecer esto!!,0,1984,101
tt0088678,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1985,86
tt0088680,After Hours,After Hours,0,1985,97
tt0088763,Back to the Future,Back to the Future,0,1985,116
tt0088782,Before Stonewall,Before Stonewall,0,1984,87
tt0088794,Better Off Dead,Better Off Dead...,0,1985,97
tt0088846,Brazil,Brazil,0,1985,132
tt0088847,The Breakfast Club,The Breakfast Club,0,1985,97
tt0088879,Il camorrista,Il camorrista,0,1986,171
tt0088930,Clue,Clue,0,1985,94
tt0088939,The Color Purple,The Color Purple,0,1985,154
tt0088992,The Runner,Davandeh,0,1984,94
tt0088993,Day of the Dead,Day of the Dead,0,1985,101
tt0089015,Desert Hearts,Desert Hearts,0,1985,91
tt0089074,Egészséges erotika,Egészséges erotika,0,1986,94
tt0089085,Elvis Gratton: Le king des kings,Elvis Gratton: Le king des kings,0,1985,89
tt0089108,Waiting for the Hearse,Esperando la carroza,0,1985,94
tt0089218,The Goonies,The Goonies,0,1985,114
tt0089276,The Official Story,La historia oficial,0,1985,112
tt0089297,Hour of the Star,A Hora da Estrela,0,1985,96
tt0089371,Mr. Vampire,Geung see sin sang,0,1985,96
tt0089374,Police Story,Ging chaat goo si,0,1985,100
tt0089413,Khamosh,Khamosh,0,1986,101
tt0089424,Kiss of the Spider Woman,Kiss of the Spider Woman,0,1985,120
tt0089560,Mask,Mask,0,1985,120
tt0089584,The Mass Is Ended,La messa è finita,0,1985,94
tt0089599,Mirch Masala,Mirch Masala,0,1986,128
tt0089603,Mishima: A Life in Four Chapters,Mishima: A Life in Four Chapters,0,1985,120
tt0089606,My Life as a Dog,Mitt liv som hund,0,1985,101
tt0089714,"O-Bi, O-Ba: The End of Civilization","O-bi, o-ba. Koniec cywilizacji",0,1985,88
tt0089716,Colonel Redl,Oberst Redl,0,1985,144
tt0089746,The Funeral,Osôshiki,0,1984,124
tt0089748,When Father Was Away on Business,Otac na sluzbenom putu,0,1985,136
tt0089755,Out of Africa,Out of Africa,0,1985,161
tt0089767,Pale Rider,Pale Rider,0,1985,115
tt0089800,The Feather Fairy,Perinbaba,0,1985,90
tt0089853,The Purple Rose of Cairo,The Purple Rose of Cairo,0,1985,82
tt0089866,Taipei Story,Qing mei zhu ma,0,1985,119
tt0089881,Ran,Ran,0,1985,160
tt0089885,Re-Animator,Re-Animator,0,1985,84
tt0089907,The Return of the Living Dead,The Return of the Living Dead,0,1985,91
tt0089941,Runaway Train,Runaway Train,0,1985,111
tt0089957,Samaya obayatelnaya i privlekatelnaya,Samaya obayatelnaya i privlekatelnaya,0,1985,81
tt0089960,Vagabond,Sans toit ni loi,0,1985,105
tt0089984,He-Man and She-Ra: The Secret of the Sword,The Secret of the Sword,0,1985,100
tt0090015,Shoah,Shoah,0,1985,566
tt0090022,Silverado,Silverado,0,1985,133
tt0090109,Swathi Muthyam,Swathi Muthyam,0,1986,160
tt0090152,That's Dancing!,That's Dancing!,0,1985,105
tt0090180,To Live and Die in L.A.,To Live and Die in L.A.,0,1985,116
tt0090182,Tokyo-Ga,Tokyo-Ga,0,1985,92
tt0090185,A Time to Live and a Time to Die,Tóngnián wangshì,0,1985,138
tt0090203,The Trip to Bountiful,The Trip to Bountiful,0,1985,108
tt0090215,The Unknown Soldier,Tuntematon sotilas,0,1985,197
tt0090246,"Vabank II, czyli riposta","Vabank II, czyli riposta",0,1985,97
tt0090250,The Heifer,La vaquilla,0,1985,122
tt0090257,My Sweet Little Village,Vesnicko má stredisková,0,1985,98
tt0090259,Voyage to Nowhere,El viaje a ninguna parte,0,1986,134
tt0090275,Voro-Nova,Voro-Nova,0,1984,86
tt0090315,When the Wind Blows,When the Wind Blows,0,1986,84
tt0090329,Witness,Witness,0,1985,112
tt0090366,A Zed & Two Noughts,A Zed & Two Noughts,0,1985,115
tt0090368,A Cruel Romance,Zhestokiy romans,0,1984,142
tt0090556,"'night, Mother","'night, Mother",0,1986,100
tt0090557,'Round Midnight,'Round Midnight,0,1986,133
tt0090563,Betty Blue,37°2 le matin,0,1986,119
tt0090565,Four Adventures of Reinette and Mirabelle,4 aventures de Reinette et Mirabelle,0,1987,99
tt0090570,84 Charing Cross Road,84 Charing Cross Road,0,1987,100
tt0090575,Aakhree Raasta,Aakhree Raasta,0,1986,164
tt0090576,The Assault,De aanslag,0,1986,144
tt0090579,Voyeur,Abel,0,1986,100
tt0090605,Aliens,Aliens,0,1986,137
tt0090667,Asterix in Britain,Astérix chez les Bretons,0,1986,79
tt0090728,Big Trouble in Little China,Big Trouble in Little China,0,1986,99
tt0090756,Blue Velvet,Blue Velvet,0,1986,120
tt0090812,Chameli Ki Shaadi,Chameli Ki Shaadi,0,1986,136
tt0090830,Children of a Lesser God,Children of a Lesser God,0,1986,119
tt0090888,Crossroads,Crossroads,0,1986,99
tt0090952,Peking Opera Blues,Do ma daan,0,1986,104
tt0090955,The Making of Fanny and Alexander,Dokument Fanny och Alexander,0,1984,110
tt0090956,Eastern Condors,Dung fong tuk ying,0,1987,93
tt0090967,Down by Law,Down by Law,0,1986,107
tt0090982,The Wall,Duvar,0,1983,117
tt0090985,The Decline of the American Empire,Le déclin de l'empire américain,0,1986,101
tt0091042,Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,103
tt0091064,The Fly,The Fly,0,1986,96
tt0091113,Ginger & Fred,Ginger e Fred,0,1986,127
tt0091149,The Great Mouse Detective,The Great Mouse Detective,0,1986,74
tt0091167,Hannah and Her Sisters,Hannah and Her Sisters,0,1986,107
tt0091200,Hey Babu Riba,Bal na vodi,0,1985,112
tt0091209,The Hitcher,The Hitcher,0,1986,97
tt0091214,Man Facing Southeast,Hombre mirando al sudeste,0,1986,105
tt0091217,Hoosiers,Hoosiers,0,1986,114
tt0091251,Come and See,Idi i smotri,0,1985,142
tt0091256,Permission,Ijaazat,0,1987,137
tt0091288,Jean de Florette,Jean de Florette,0,1986,120
tt0091328,Karma,Karma,0,1986,193
tt0091341,Kin-dza-dza!,Kin-dza-dza!,0,1986,135
tt0091355,The Terrorizers,Kong bu fen zi,0,1986,109
tt0091364,Courier,Kuryer,0,1986,88
tt0091369,Labyrinth,Labyrinth,0,1986,101
tt0091374,Lady Jane,Lady Jane,0,1986,136
tt0091398,The Beauty of Vice,Lepota poroka,0,1986,105
tt0091406,Dust in the Wind,Liàn liàn fengchén,0,1986,109
tt0091419,Little Shop of Horrors,Little Shop of Horrors,0,1986,94
tt0091464,Malcolm,Malcolm,0,1986,85
tt0091474,Manhunter,Manhunter,0,1986,120
tt0091480,Manon of the Spring,Manon des sources,0,1986,113
tt0091497,Bad Blood,Mauvais sang,0,1986,105
tt0091506,The Beekeeper,O melissokomos,0,1986,122
tt0091507,Mélo,Mélo,0,1986,112
tt0091530,The Mission,The Mission,0,1986,125
tt0091538,Mona Lisa,Mona Lisa,0,1986,104
tt0091559,Mouna Ragam,Mouna Ragam,0,1986,146
tt0091598,Naam,Naam,0,1986,177
tt0091605,The Name of the Rose,The Name of the Rose,0,1986,130
tt0091670,The Sacrifice,Offret,0,1986,149
tt0091725,Parting Glances,Parting Glances,0,1986,90
tt0091759,Dead Man's Letters,Pisma myortvogo cheloveka,0,1986,87
tt0091763,Platoon,Platoon,0,1986,120
tt0091823,Tree Without Leaves,Rakuyôju,0,1986,105
tt0091830,The Green Ray,Le rayon vert,0,1986,99
tt0091837,Regalo di Natale,Regalo di Natale,0,1986,101
tt0091867,A Room with a View,A Room with a View,0,1985,117
tt0091886,Salvador,Salvador,0,1986,122
tt0091943,Sherman's March,Sherman's March,0,1985,157
tt0092005,Stand by Me,Stand by Me,0,1986,89
tt0092007,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,119
tt0092048,Tampopo,Tanpopo,0,1985,114
tt0092067,Castle in the Sky,Tenkû no shiro Rapyuta,0,1986,124
tt0092090,Thérèse,Thérèse,0,1986,94
tt0092106,The Transformers: The Movie,The Transformers: The Movie,0,1986,84
tt0092117,True Stories,True Stories,0,1986,89
tt0092149,Shadows in Paradise,Varjoja paratiisissa,0,1986,74
tt0092263,A Better Tomorrow,Ying hung boon sik,0,1986,95
tt0092550,Boyfriends and Girlfriends,L'ami de mon amie,0,1987,103
tt0092558,Motherland Hotel,Anayurt Oteli,0,1987,101
tt0092563,Angel Heart,Angel Heart,0,1987,113
tt0092593,Au Revoir les Enfants,Au revoir les enfants,0,1987,104
tt0092603,Babette's Feast,Babettes gæstebud,0,1987,103
tt0092618,Barfly,Barfly,0,1987,100
tt0092651,The Cyclist,Bicycleran,0,1989,82
tt0092693,The Enchanted Forest,El bosque animado,0,1987,107
tt0092695,The Brave Little Toaster,The Brave Little Toaster,0,1987,90
tt0092699,Broadcast News,Broadcast News,0,1987,133
tt0092713,H.M. Deserters,C.K. Dezerterzy,0,1986,155
tt0092745,A Man from Boulevard des Capucines,Chelovek s bulvara Kaputsinov,0,1987,98
tt0092752,The Chipmunk Adventure,The Chipmunk Adventure,0,1987,77
tt0092758,Chuck Berry: Hail! Hail! Rock 'n' Roll,Chuck Berry: Hail! Hail! Rock 'n' Roll,0,1987,120
tt0092804,Cry Freedom,Cry Freedom,0,1987,157
tt0092843,The Dead,The Dead,0,1987,83
tt0092879,Ten Little Indians,Desyat negrityat,0,1987,137
tt0092890,Dirty Dancing,Dirty Dancing,0,1987,100
tt0092905,The Long Farewell,Dolgie provody,0,1971,97
tt0092929,Drowning by Numbers,Drowning by Numbers,0,1988,118
tt0092948,Eddie Murphy: Raw,Eddie Murphy: Raw,0,1987,93
tt0092963,The Emperor's Naked Army Marches On,"Yuki yukite, shingun",0,1987,122
tt0092965,Empire of the Sun,Empire of the Sun,0,1987,153
tt0092991,Evil Dead II,Evil Dead II,0,1987,84
tt0093004,The Family,La famiglia,0,1987,127
tt0093015,Dragons Forever,Fei lung mang jeung,0,1988,102
tt0093058,Full Metal Jacket,Full Metal Jacket,0,1987,116
tt0093093,The Glass Menagerie,The Glass Menagerie,0,1987,134
tt0093105,"Good Morning, Vietnam","Good Morning, Vietnam",0,1987,121
tt0093111,The Grand Highway,Le grand chemin,0,1987,104
tt0093132,Hachi-ko,Hachikô monogatari,0,1987,107
tt0093191,Wings of Desire,Der Himmel über Berlin,0,1987,128
tt0093206,Red Sorghum,Hong gao liang,0,1988,91
tt0093207,Wings of Honneamise,Ôritsu uchûgun Oneamisu no tsubasa,0,1987,121
tt0093209,Hope and Glory,Hope and Glory,0,1987,113
tt0093223,House of Games,House of Games,0,1987,102
tt0093225,Housekeeping,Housekeeping,0,1987,116
tt0093258,Rouge,Yin ji kau,0,1987,93
tt0093295,Jane B. for Agnes V.,Jane B. par Agnès V.,0,1988,99
tt0093304,Prison on Fire,Gam yuk fung wan,0,1987,98
tt0093312,Jimi Plays Monterey,Jimi Plays Monterey,0,1986,50
tt0093336,The Cat,Die Katze,0,1988,118
tt0093342,Where Is the Friend's House?,Khane-ye doust kodjast?,0,1987,83
tt0093389,The Last Emperor,The Last Emperor,0,1987,163
tt0093409,Lethal Weapon,Lethal Weapon,0,1987,109
tt0093412,Law of Desire,La ley del deseo,0,1987,102
tt0093426,An Autumn's Tale,Chau tin dik tung wa,0,1987,98
tt0093427,Queen Live in Budapest,Varázslat - A Queen Budapesten,0,1986,90
tt0093437,The Lost Boys,The Lost Boys,0,1987,97
tt0093502,A Taxing Woman,Marusa no onna,0,1987,127
tt0093509,Matewan,Matewan,0,1987,135
tt0093512,Maurice,Maurice,0,1987,140
tt0093565,Moonstruck,Moonstruck,0,1987,102
tt0093578,Mr. India,Mr. India,0,1987,179
tt0093593,On the Silver Globe,Na srebrnym globie,0,1988,166
tt0093603,Nayakan,Nayakan,0,1987,145
tt0093640,No Way Out,No Way Out,0,1987,114
tt0093664,Dark Eyes,Oci ciornie,0,1987,118
tt0093668,Pathfinder,Ofelas,0,1987,86
tt0093713,Pelle the Conqueror,Pelle erobreren,0,1987,157
tt0093748,"Planes, Trains & Automobiles","Planes, Trains & Automobiles",0,1987,93
tt0093754,Repentance,Monanieba,0,1984,153
tt0093773,Predator,Predator,0,1987,107
tt0093776,Prick Up Your Ears,Prick Up Your Ears,0,1987,105
tt0093779,The Princess Bride,The Princess Bride,0,1987,98
tt0093791,Morning Patrol,Proini peripolos,0,1987,108
tt0093818,Radio Days,Radio Days,0,1987,88
tt0093822,Raising Arizona,Raising Arizona,0,1987,94
tt0093870,RoboCop,RoboCop,0,1987,102
tt0093970,Sign 'o' the Times,Sign 'o' the Times,0,1987,85
tt0093978,A Chinese Ghost Story,Sien lui yau wan,0,1987,98
tt0094012,Spaceballs,Spaceballs,0,1987,96
tt0094027,Stand and Deliver,Stand and Deliver,0,1988,103
tt0094076,The South,Sur,0,1988,127
tt0094089,Swimming to Cambodia,Swimming to Cambodia,0,1987,85
tt0094097,The Wretches Are Still Singing,Ta kourelia tragoudane akoma...,0,1979,123
tt0094138,Three O'Clock High,Three O'Clock High,0,1987,101
tt0094226,The Untouchables,The Untouchables,0,1987,119
tt0094238,Valhalla,Valhalla,0,1986,89
tt0094242,Reflections,Vec vidjeno,0,1987,102
tt0094291,Wall Street,Wall Street,0,1987,126
tt0094315,The Whales of August,The Whales of August,0,1987,90
tt0094336,Withnail and I,Withnail & I,0,1987,107
tt0094347,The Year My Voice Broke,The Year My Voice Broke,0,1987,103
tt0094357,A Better Tomorrow II,Ying hung boon sik II,0,1987,105
tt0094369,Zavtra byla voyna,Zavtra byla voyna,0,1987,89
tt0094374,Righting Wrongs,Zhi fa xian feng,0,1986,85
tt0094407,Ödipussi,Ödipussi,0,1988,88
